ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04237V05010","Years not captured","C04477V05260","Field of Study","UNIT","VALUE"
"HGO11C01","Number of Health Graduates","2015","2015","20","5 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","30","Nursing and Midwifery","Number","3"
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","10","Speech and Language Therapy","Number","3"
"HGO11C01","Number of Health Graduates","2015","2015","22","6 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","30","Nursing and Midwifery","Number","3"
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","24","7 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","26","8 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","28","9 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","30","10 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","32","11 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","34","12 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","36","13 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","201","Dentistry","Number","15"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","401","Medical Science","Number","3"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","202","Medicine","Number","117"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","30","Nursing and Midwifery","Number","174"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","501","Occupational Therapy","Number","21"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","504","Physiotherapy","Number","36"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","402","Radiography and Radiation Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","702","Social Care","Number","81"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","701","Social Work","Number","12"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","10","Speech and Language Therapy","Number","18"
"HGO11C01","Number of Health Graduates","2015","2015","-","All Years","V52","Dietetics, Optometry and Podiatry","Number","18"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","201","Dentistry","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","401","Medical Science","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","202","Medicine","Number","93"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","30","Nursing and Midwifery","Number","84"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","501","Occupational Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","504","Physiotherapy","Number","9"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","702","Social Care","Number","42"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","701","Social Work","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","10","Speech and Language Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","12","1 year","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","202","Medicine","Number","27"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","30","Nursing and Midwifery","Number","39"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","501","Occupational Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","504","Physiotherapy","Number","12"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","702","Social Care","Number","15"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","701","Social Work","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","10","Speech and Language Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","14","2 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","201","Dentistry","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","202","Medicine","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","30","Nursing and Midwifery","Number","15"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","501","Occupational Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","504","Physiotherapy","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","702","Social Care","Number","9"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","10","Speech and Language Therapy","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","16","3 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","401","Medical Science","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","202","Medicine","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","30","Nursing and Midwifery","Number","12"
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","501","Occupational Therapy","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","702","Social Care","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","18","4 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","30","Nursing and Midwifery","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","504","Physiotherapy","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","702","Social Care","Number","6"
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","20","5 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","702","Social Care","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","22","6 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","24","7 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","26","8 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","28","9 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","30","10 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","32","11 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","34","12 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","401","Medical Science","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","202","Medicine","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","30","Nursing and Midwifery","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","501","Occupational Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","504","Physiotherapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","702","Social Care","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","36","13 years","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","201","Dentistry","Number","12"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","401","Medical Science","Number","9"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","202","Medicine","Number","129"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","30","Nursing and Midwifery","Number","159"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","501","Occupational Therapy","Number","21"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","504","Physiotherapy","Number","27"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","402","Radiography and Radiation Therapy","Number","3"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","702","Social Care","Number","75"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","701","Social Work","Number","12"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","10","Speech and Language Therapy","Number","15"
"HGO11C01","Number of Health Graduates","2016","2016","-","All Years","V52","Dietetics, Optometry and Podiatry","Number","9"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","201","Dentistry","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","401","Medical Science","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","202","Medicine","Number","102"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","30","Nursing and Midwifery","Number","60"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","501","Occupational Therapy","Number","12"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","504","Physiotherapy","Number","12"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","402","Radiography and Radiation Therapy","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","702","Social Care","Number","30"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","701","Social Work","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","10","Speech and Language Therapy","Number","6"
"HGO11C01","Number of Health Graduates","2017","2017","12","1 year","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","201","Dentistry","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","401","Medical Science","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","202","Medicine","Number","24"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","30","Nursing and Midwifery","Number","21"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","501","Occupational Therapy","Number","12"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","60","Pharmacy","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","504","Physiotherapy","Number","6"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","402","Radiography and Radiation Therapy","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","702","Social Care","Number","21"
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","701","Social Work","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","10","Speech and Language Therapy","Number",""
"HGO11C01","Number of Health Graduates","2017","2017","14","2 years","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO11C01","Number of Health Graduates","2017","2017","16","3 years","201","Dentistry","Number",""
